CustomerID,Count,Country,State,City,Zip Code,Lat Long,Latitude,Longitude,Gender,Senior Citizen,Partner,Dependents,Tenure Months,Phone Service,Multiple Lines,Internet Service,Online Security,Online Backup,Device Protection,Tech Support,Streaming TV,Streaming Movies,Contract,Paperless Billing,Payment Method,Monthly Charges,Total Charges,Churn Label,Churn Value,Churn Score,CLTV,Churn Reason,Total_Internet_Services,Total_Streaming,Total_Security,Extra_Charges,Price_per_Service,Total_to_Monthly_Ratio,Tenure_to_Monthly_Ratio,Monthly_to_Median_Ratio,Avg_Monthly_by_Contract,Diff_from_Contract_Monthly,Avg_Tenure_by_Contract,Diff_from_Contract_Tenure,Is_Full_Family,Is_Single_Senior,Is_Independent_Youth,Is_New_Customer,Is_Long_Term_Customer,Has_Internet_But_No_Service,Has_All_Services,Is_Auto_Payment,Risk_Fiber_MtM,Risk_Payment_Friction,Risk_High_Charge_MtM,Risk_No_TechSupport_Fiber,Tenure_Sq,Monthly_Charges_Sq,Tenure_x_Monthly
7495-OOKFY,1,United States,California,Los Angeles,90063,"34.044271, -118.185237",34.044271,-118.185237,Female,Yes,Yes,Yes,8,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),80.65,633.3,Yes,1,69,5302,Competitor made better offer,1,0,1,-11.900000000000091,40.325,7.852447879423696,0.09919403605777605,1.146410803127221,66.39849032258064,14.251509677419364,18.036645161290323,-10.036645161290323,1,0,0,0,0,0,0,1,1,0,1,1,64,6504.422500000001,645.2
1658-BYGOY,1,United States,California,Los Angeles,90065,"34.108833, -118.229715",34.108833,-118.229715,Male,Yes,No,Yes,18,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.45,1752.55,Yes,1,81,3179,Competitor made better offer,2,2,0,34.44999999999982,31.816666666666666,18.360920025047665,0.1885803888339037,1.3567874911158495,66.39849032258064,29.05150967741936,18.036645161290323,-0.03664516129032336,0,0,0,0,0,0,0,0,1,1,1,1,324,9110.702500000001,1718.1000000000001
5698-BQJOH,1,United States,California,Beverly Hills,90211,"34.063947, -118.383001",34.063947,-118.383001,Female,No,No,Yes,9,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,94.4,857.25,Yes,1,96,5571,Price too high,2,2,0,7.649999999999977,31.46666666666667,9.081037173618943,0.09533897295137997,1.341862117981521,66.39849032258064,28.001509677419364,18.036645161290323,-9.036645161290323,0,0,0,0,0,0,0,0,1,0,1,1,81,8911.36,849.6
5919-TMRGD,1,United States,California,Huntington Park,90255,"33.97803, -118.217141",33.97803,-118.217141,Female,No,No,Yes,1,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,79.35,79.35,Yes,1,87,2483,Product dissatisfaction,1,1,0,0.0,39.675,0.9999998739760713,0.012602392866743181,1.1279317697228146,66.39849032258064,12.951509677419352,18.036645161290323,-17.036645161290323,0,0,0,1,0,0,0,0,1,1,1,1,1,6296.422499999999,79.35
9191-MYQKX,1,United States,California,Lynwood,90262,"33.923573, -118.200669",33.923573,-118.200669,Female,No,Yes,Yes,7,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),75.15,496.9,Yes,1,70,3457,Service dissatisfaction,1,0,1,-29.15000000000009,37.575,6.612108235248404,0.09314702686000972,1.0682302771855012,66.39849032258064,8.751509677419364,18.036645161290323,-11.036645161290323,1,0,0,0,0,0,0,1,1,0,1,1,49,5647.522500000001,526.0500000000001
8637-XJIVR,1,United States,California,Marina Del Rey,90292,"33.977468, -118.445475",33.977468,-118.445475,Female,No,No,Yes,12,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,78.95,927.35,Yes,1,86,5806,Lack of self-service on Website,1,0,1,-20.050000000000068,39.475,11.746040310824533,0.15199491425016917,1.1222459132906895,66.39849032258064,12.55150967741936,18.036645161290323,-6.036645161290323,0,0,0,0,0,0,0,0,1,1,1,1,144,6233.102500000001,947.4000000000001
0278-YXOOG,1,United States,California,Inglewood,90301,"33.956445, -118.358634",33.956445,-118.358634,Male,No,No,No,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,21.05,113.85,Yes,1,66,2604,Network reliability,0,0,0,8.599999999999994,21.05,5.4085484995019,0.23752957837074662,0.2992181947405828,66.39849032258064,-45.348490322580645,18.036645161290323,-13.036645161290323,0,0,0,1,0,0,0,0,0,0,0,0,25,443.1025,105.25
4598-XLKNJ,1,United States,California,Inglewood,90303,"33.936291, -118.332639",33.936291,-118.332639,Female,Yes,Yes,Yes,25,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,98.5,2514.5,Yes,1,88,5337,Limited range of services,4,2,2,52.0,19.7,25.52791619005927,0.25380708083176845,1.4001421464108033,66.39849032258064,32.10150967741936,18.036645161290323,6.963354838709677,1,0,0,0,0,0,0,0,1,1,1,1,625,9702.25,2462.5
3192-NQECA,1,United States,California,Santa Monica,90403,"34.031529, -118.491156",34.031529,-118.491156,Male,No,Yes,No,68,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),110.0,7611.85,Yes,1,86,5034,Lack of affordable download/upload speed,5,2,3,131.85000000000036,18.333333333333332,69.19863007285181,0.6181817619834762,1.5636105188343996,60.87237388724036,49.12762611275964,57.07181008902077,10.928189910979228,0,0,0,0,1,0,0,1,0,0,0,0,4624,12100.0,7480.0
0486-HECZI,1,United States,California,Torrance,90504,"33.867257, -118.330794",33.867257,-118.330794,Male,No,Yes,Yes,55,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,96.75,5238.9,Yes,1,75,5154,Long distance charges,3,1,2,-82.35000000000036,24.1875,54.14883161252386,0.5684753934392358,1.375266524520256,66.39849032258064,30.351509677419358,18.036645161290323,36.96335483870968,1,0,0,0,0,0,0,0,1,1,1,1,3025,9360.5625,5321.25
4846-WHAFZ,1,United States,California,Whittier,90602,"33.972119, -118.020188",33.972119,-118.020188,Female,Yes,Yes,Yes,37,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,76.5,2868.15,Yes,1,67,2793,Extra data charges,0,0,0,37.65000000000009,76.5,37.4921519618102,0.483660067495416,1.0874200426439233,66.39849032258064,10.101509677419358,18.036645161290323,18.963354838709677,1,0,0,0,0,1,0,0,1,1,1,1,1369,5852.25,2830.5
5299-RULOA,1,United States,California,Whittier,90606,"33.976678, -118.065875",33.976678,-118.065875,Female,No,Yes,Yes,10,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.25,1064.65,Yes,1,87,5998,Price too high,3,2,1,62.15000000000009,25.0625,10.61994906534174,0.09975061349121062,1.4250177683013505,66.39849032258064,33.85150967741936,18.036645161290323,-8.036645161290323,1,0,0,0,0,0,0,0,1,1,1,1,100,10050.0625,1002.5
0404-SWRVG,1,United States,California,La Habra,90631,"33.940619, -117.9513",33.940619,-117.9513,Male,No,No,Yes,3,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.4,229.55,Yes,1,76,4415,Product dissatisfaction,0,0,0,6.349999999999994,74.4,3.0853490476681387,0.040322575225460316,1.0575692963752668,66.39849032258064,8.001509677419364,18.036645161290323,-15.036645161290323,0,0,0,1,0,1,0,0,1,1,1,1,9,5535.360000000001,223.20000000000002
4412-YLTKF,1,United States,California,Pico Rivera,90660,"33.989524, -118.089299",33.989524,-118.089299,Female,Yes,No,Yes,27,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,78.05,2135.5,Yes,1,95,4638,Service dissatisfaction,1,0,1,28.15000000000009,39.025,27.36066273405987,0.34593205048916714,1.109452736318408,66.39849032258064,11.651509677419355,18.036645161290323,8.963354838709677,0,0,0,0,0,0,0,0,1,1,1,1,729,6091.8025,2107.35
6207-WIOLX,1,United States,California,Avalon,90704,"33.391181, -118.421305",33.391181,-118.421305,Female,No,Yes,No,25,No,No phone service,DSL,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),58.6,1502.65,Yes,1,99,4190,Lack of self-service on Website,5,2,3,37.65000000000009,9.766666666666667,25.64248709172575,0.4266210876073229,0.8329779673063256,66.39849032258064,-7.798490322580641,18.036645161290323,6.963354838709677,0,0,0,0,0,0,0,1,0,0,0,0,625,3433.96,1465.0
3091-FYHKI,1,United States,California,Harbor City,90710,"33.798266, -118.300237",33.798266,-118.300237,Male,No,No,No,1,No,No phone service,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,35.45,35.45,Yes,1,80,2301,Network reliability,1,1,0,0.0,17.725,0.9999997179126324,0.028208736753529823,0.5039090262970861,66.39849032258064,-30.94849032258064,18.036645161290323,-17.036645161290323,0,0,0,1,0,0,0,0,0,1,0,0,1,1256.7025,35.45
2372-HWUHI,1,United States,California,Lakewood,90712,"33.840524, -118.148403",33.840524,-118.148403,Male,No,No,No,2,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,44.35,81.25,Yes,1,76,2570,Don't know,0,0,0,-7.450000000000003,44.35,1.8320176252496898,0.04509581846768467,0.6304193319118693,66.39849032258064,-22.04849032258064,18.036645161290323,-16.036645161290323,0,0,0,1,0,1,0,0,0,0,0,0,4,1966.9225000000001,88.7
0390-DCFDQ,1,United States,California,Los Alamitos,90720,"33.79499, -118.065591",33.79499,-118.065591,Female,Yes,Yes,Yes,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,70.45,70.45,Yes,1,76,3964,Don't know,0,0,0,0.0,70.45,0.9999998580553785,0.014194462144150155,1.0014214641080315,66.39849032258064,4.051509677419361,18.036645161290323,-17.036645161290323,1,0,0,1,0,1,0,0,1,0,1,1,1,4963.2025,70.45
4080-OGPJL,1,United States,California,San Pedro,90731,"33.736387, -118.284363",33.736387,-118.284363,Female,No,No,No,8,Yes,Yes,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,No,Electronic check,71.15,563.65,Yes,1,66,2662,Don't know,3,1,2,-5.550000000000068,17.7875,7.921994670134269,0.11243849438671898,1.0113717128642503,66.39849032258064,4.751509677419364,18.036645161290323,-10.036645161290323,0,0,0,0,0,0,0,0,0,0,1,0,64,5062.322500000001,569.2
2135-RXIHG,1,United States,California,Carson,90745,"33.822295, -118.26411",33.822295,-118.26411,Male,No,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,45.65,45.65,Yes,1,73,2600,Poor expertise of online support,0,0,0,0.0,45.65,0.9999997809419975,0.021905800239693265,0.6488983653162758,66.39849032258064,-20.748490322580643,18.036645161290323,-17.036645161290323,0,0,0,1,0,1,0,0,0,1,0,0,1,2083.9224999999997,45.65
3874-EQOEP,1,United States,California,Long Beach,90804,"33.783047, -118.1486",33.783047,-118.1486,Male,No,No,Yes,7,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Mailed check,95.0,655.5,Yes,1,94,2786,Poor expertise of phone support,2,2,0,-9.5,31.666666666666668,6.899999273684287,0.07368420277008392,1.3503909026297087,66.39849032258064,28.601509677419358,18.036645161290323,-11.036645161290323,0,0,0,0,0,0,0,0,1,0,1,1,49,9025.0,665.0
0867-MKZVY,1,United States,California,Altadena,91001,"34.196837, -118.142236",34.196837,-118.142236,Female,No,Yes,Yes,20,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,82.4,1592.35,Yes,1,86,5719,Price too high,1,0,1,-55.65000000000009,41.2,19.324633577107573,0.24271841714582312,1.1712864250177686,66.39849032258064,16.001509677419364,18.036645161290323,1.9633548387096766,1,0,0,0,0,0,0,0,1,0,1,1,400,6789.760000000001,1648.0
3376-BMGFE,1,United States,California,Monrovia,91016,"34.1528, -118.000482",34.1528,-118.000482,Female,No,No,Yes,4,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),70.9,273.0,Yes,1,75,4287,Product dissatisfaction,0,0,0,-10.600000000000023,70.9,3.8504931099445536,0.05641748146438907,1.0078180525941722,66.39849032258064,4.501509677419364,18.036645161290323,-14.036645161290323,0,0,0,1,0,1,0,1,1,0,1,1,16,5026.81,283.6
3445-HXXGF,1,United States,California,Sierra Madre,91024,"34.168686, -118.057505",34.168686,-118.057505,Male,Yes,Yes,No,58,No,No phone service,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,45.3,2651.2,Yes,1,100,5444,Service dissatisfaction,3,1,2,23.800000000000182,11.325,58.5253733939573,1.280352918244389,0.6439232409381663,66.39849032258064,-21.098490322580645,18.036645161290323,39.96335483870968,0,0,0,0,0,0,0,0,0,1,0,0,3364,2052.0899999999997,2627.3999999999996
1875-QIVME,1,United States,California,Tujunga,91042,"34.296574, -118.244839",34.296574,-118.244839,Female,No,Yes,Yes,2,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,104.4,242.8,Yes,1,83,4690,Lack of self-service on Website,4,2,2,34.0,20.880000000000003,2.325670275318939,0.019157086287635412,1.4840085287846483,66.39849032258064,38.001509677419364,18.036645161290323,-16.036645161290323,1,0,0,1,0,0,0,0,1,1,1,0,4,10899.36,208.8
0691-JVSYA,1,United States,California,Pasadena,91103,"34.167465, -118.165327",34.167465,-118.165327,Female,No,Yes,No,53,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),94.85,5000.2,Yes,1,80,4328,Network reliability,3,2,1,-26.849999999999454,23.7125,52.71691589700412,0.5587769574299465,1.3482587064676617,65.07941576086957,29.77058423913043,42.07336956521739,10.92663043478261,0,0,0,0,0,0,0,1,0,0,0,1,2809,8996.5225,5027.049999999999
2656-FMOKZ,1,United States,California,Pasadena,91106,"34.139402, -118.128658",34.139402,-118.128658,Female,Yes,No,Yes,15,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,74.45,1145.7,Yes,1,99,5717,Limited range of services,0,0,0,28.950000000000045,74.45,15.388849511235794,0.20147747461686033,1.0582800284292824,66.39849032258064,8.05150967741936,18.036645161290323,-3.0366451612903234,0,0,0,0,0,1,0,0,1,0,1,1,225,5542.802500000001,1116.75
2070-FNEXE,1,United States,California,Pasadena,91107,"34.159007, -118.087353",34.159007,-118.087353,Female,Yes,No,Yes,7,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),76.45,503.6,Yes,1,81,4419,Lack of affordable download/upload speed,1,0,1,-31.549999999999955,38.225,6.587311106957343,0.09156310116898611,1.0867093105899077,66.39849032258064,10.05150967741936,18.036645161290323,-11.036645161290323,0,0,0,0,0,0,0,1,1,0,1,1,49,5844.602500000001,535.15
6317-YPKDH,1,United States,California,Glendale,91202,"34.167926, -118.267539",34.167926,-118.267539,Female,No,No,No,1,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),29.95,29.95,Yes,1,95,4534,Long distance charges,1,0,1,0.0,14.975,0.9999996661102951,0.033388970487822876,0.425728500355366,66.39849032258064,-36.44849032258064,18.036645161290323,-17.036645161290323,0,0,0,1,0,0,0,1,0,0,0,0,1,897.0024999999999,29.95
9367-WXLCH,1,United States,California,Glendale,91204,"34.136306, -118.26036",34.136306,-118.26036,Male,No,No,Yes,8,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),84.5,662.65,Yes,1,86,2152,Extra data charges,1,1,0,-13.350000000000023,42.25,7.8420109062708985,0.09467454500892958,1.2011371712864252,66.39849032258064,18.101509677419358,18.036645161290323,-10.036645161290323,0,0,0,0,0,0,0,1,1,0,1,1,64,7140.25,676.0
1918-ZBFQJ,1,United States,California,Glendale,91206,"34.162515, -118.203869",34.162515,-118.203869,Female,No,No,Yes,13,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,79.25,1111.65,Yes,1,73,5142,Price too high,2,0,2,81.40000000000009,26.416666666666668,14.027127567554881,0.16403783419080956,1.1265103056147834,66.39849032258064,12.851509677419358,18.036645161290323,-5.036645161290323,0,0,0,0,0,0,0,0,1,1,1,1,169,6280.5625,1030.25
1024-GUALD,1,United States,California,Glendale,91207,"34.182378, -118.262922",34.182378,-118.262922,Female,No,Yes,No,1,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,24.8,24.8,Yes,1,94,4851,Product dissatisfaction,0,0,0,0.0,24.8,0.9999995967743561,0.04032256438606275,0.35252309879175553,66.39849032258064,-41.598490322580645,18.036645161290323,-17.036645161290323,0,0,0,1,0,1,0,0,0,1,0,0,1,615.0400000000001,24.8
2472-OVKUP,1,United States,California,Canoga Park,91304,"34.224377, -118.632656",34.224377,-118.632656,Male,No,Yes,Yes,6,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,91.0,531.0,Yes,1,94,2283,Service dissatisfaction,3,1,2,-15.0,22.75,5.835164193938001,0.06593405868856497,1.2935323383084578,66.39849032258064,24.601509677419358,18.036645161290323,-12.036645161290323,1,0,0,1,0,0,0,0,1,1,1,1,36,8281.0,546.0
1285-OKIPP,1,United States,California,Mission Hills,91345,"34.266389, -118.459744",34.266389,-118.459744,Male,No,No,Yes,1,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,79.9,79.9,Yes,1,98,3394,Lack of self-service on Website,1,1,0,0.0,39.95,0.9999998748435701,0.012515642989281227,1.1357498223169866,66.39849032258064,13.501509677419364,18.036645161290323,-17.036645161290323,0,0,0,1,0,0,0,0,1,0,1,1,1,6384.010000000001,79.9
7825-ECJRF,1,United States,California,Santa Clarita,91350,"34.502432, -118.41459",34.502432,-118.41459,Female,No,No,Yes,19,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,106.6,1934.45,Yes,1,71,3764,Network reliability,5,2,3,-90.94999999999982,17.766666666666666,18.146808804239324,0.17823638102848208,1.5152807391613363,66.39849032258064,40.20150967741935,18.036645161290323,0.9633548387096766,0,0,0,0,0,0,0,0,1,1,1,0,361,11363.56,2025.3999999999999
